TIENDA_ID,dist_comp_directa,num_comp_directa,dist_comp_indirecta,num_comp_indirecta,VENTA_TOTAL,PLAZA_CVE,NIVELSOCIOECONOMICO_DES,ENTORNO_DES,MTS2VENTAS_NUM,PUERTASREFRIG_NUM,LATITUD_NUM,LONGITUD_NUM,SEGMENTO_MAESTRO_DESC,LID_UBICACION_TIENDA,DATASET,META_VENTA,RATIO_CUMPLIMIENTO
318,1.130098896929812,7,2000.0,0,1011376.0,1.0,C,Hogar,107.0,10.0,25.74066,-100.16799,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.0640326530612243
317,2000.0,0,338.3646892622533,3,1289285.9635,1.0,C,Hogar,104.0,13.0,25.66909,-100.26294,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.631195843877552
594,10.634429357188257,5,2000.0,0,932223.25,1.0,C,Hogar,98.07,13.0,25.72671,-100.17316,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.9024964285714283
315,400.823101490545,2,2000.0,0,1159019.613,1.0,BC,Hogar,93.0,10.0,25.65235,-100.26606,Clásico,UT_DENSIDAD,TRAIN,490000.0,2.3653461489795915
314,722.0112616906849,1,1138.542821965769,0,1294734.729,1.0,C,Base,107.0,13.0,25.67509,-100.26958,Hogar Reunión,UT_DENSIDAD,TRAIN,480000.0,2.69736401875
597,457.1373912150033,6,1105.3818671034371,0,1118310.4085,1.0,C,Hogar,110.73,14.0,25.6714,-100.21653,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.2822661397959183
598,541.9297940682669,4,781.1062077752865,1,1285379.9017647058,1.0,C,Hogar,96.69,12.0,25.68012,-100.22238,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.623224289315726
599,438.9538882266514,5,781.2195077350237,2,945328.251904762,1.0,C,Hogar,114.63,13.0,25.67213,-100.23018,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.9292413304178817
585,555.8621036760618,3,987.3632083025748,1,597192.53,1.0,C,Hogar,112.9,12.0,25.66144,-100.21849,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.2187602653061225
519,231.6141536973312,1,467.5535602451829,2,945709.8626315788,1.0,C,Base,115.03,13.0,25.68449,-100.2262,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.970228880482456
536,336.0633284026863,2,1076.2220970741996,0,924368.945,1.0,C,Hogar,114.87,13.0,25.6581,-100.22496,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.8864672346938771
541,904.27785932289,2,2000.0,0,1258980.934,1.0,C,Hogar,109.97,13.0,25.70214,-100.25043,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.569348844897959
557,284.897898685894,6,2000.0,0,1427711.1275,1.0,C,Hogar,84.08,12.0,25.6704,-100.21162,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.9136961785714286
559,1015.474316532152,0,2000.0,0,1147226.941904762,1.0,C,Hogar,92.18,13.0,25.72444,-100.15672,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.3412794732750246
562,487.0450404322739,5,1010.3003482213396,0,584733.8709523809,1.0,C,Hogar,104.62,13.0,25.69635,-100.20652,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.193334430515063
564,286.0346742830196,5,389.6486521706947,1,1108922.542105263,1.0,C,Hogar,115.51,13.0,25.68658,-100.21385,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.263107228786251
571,563.2639126520653,5,2000.0,0,1429346.9175,1.0,C,Hogar,112.89,13.0,25.74155,-100.18463,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.917034525510204
332,830.5824459916947,1,951.676763905744,1,764151.700952381,1.0,B,Receso,136.0,13.0,25.69665,-100.14323,Oficinistas,UT_DENSIDAD,TRAIN,516000.0,1.4809141491325213
324,6.713802261031295,8,191.611434600308,2,1211066.019,1.0,C,Hogar,97.0,13.0,25.69969,-100.21334,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.471563304081633
582,392.38291661965417,2,2000.0,0,1029572.888,1.0,C,Hogar,120.33,11.0,25.69596,-100.18514,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1011691591836734
583,597.4476080238674,4,670.1482475090721,1,970700.3226315788,1.0,C,Hogar,113.5,13.0,25.66215,-100.22198,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.9810210665950587
329,10.411495982952284,2,255.82042439750344,1,905524.047,1.0,C,Receso,71.0,13.0,25.70334,-100.239,Oficinistas,UT_GAS_URBANA,TRAIN,516000.0,1.7548915639534883
575,909.8631115941467,1,1040.314811680984,0,1140141.2504999998,1.0,C,Hogar,99.73,13.0,25.6737,-100.27038,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.3268188785714283
326,7.206763615598458,8,1273.0311092659774,0,1252783.7642105264,1.0,B,Hogar,118.0,12.0,25.7292,-100.17807,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.556701559613319
328,27.64901838308064,1,1018.1384348167072,0,739694.3965,1.0,C,Receso,116.0,10.0,25.69583,-100.23188,Oficinistas,UT_GAS_URBANA,TRAIN,516000.0,1.4335162722868218
327,1054.4225472157889,0,896.8192552935647,1,1374624.992,1.0,C,Hogar,98.0,10.0,25.67151,-100.25856,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.8053571265306125
878,446.4759954398696,3,408.8605164368656,2,869479.6685,2.0,C,Hogar,111.7,12.0,26.03851,-98.35729,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.7744483030612246
856,442.12398292003377,6,477.4338307763195,1,606308.59,2.0,C,Receso,91.87169999999996,11.0,26.04652,-98.38172,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,516000.0,1.1750166472868215
855,2000.0,0,2000.0,0,470613.5471428572,2.0,B,Base,84.0157,11.0,26.04971,-98.31442,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,0.9804448898809526
854,2000.0,0,2000.0,0,568700.4783333334,2.0,C,Hogar,86.15499999999996,11.0,26.04082,-98.31979,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.1606132210884357
848,2000.0,0,2000.0,0,623801.3157142857,2.0,C,Hogar,89.95289999999996,11.0,26.09732,-98.29138,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.2730639096209913
851,770.5721083105027,1,2000.0,0,495093.1242857143,2.0,C,Hogar,86.65059999999994,11.0,26.06185,-98.32044,Clásico,UT_DENSIDAD,TRAIN,490000.0,1.0103941311953353
853,2000.0,0,2000.0,0,666435.3875000001,2.0,C,Hogar,97.52239999999996,11.0,25.97227,-98.29033,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.3600722193877552
798,2000.0,0,1020.7029703613224,0,737917.85,2.0,C,Hogar,102.26559999999994,12.0,25.99222,-98.09663,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.5059547959183672
802,2000.0,0,1102.958619665956,0,769165.6386666667,2.0,C,Base,95.80989999999998,11.0,25.9898,-98.1002,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.602428413888889
803,2000.0,0,2000.0,0,539516.6636842105,2.0,C,Base,95.80989999999998,11.0,25.9872,-98.1074,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.1239930493421053
805,2000.0,0,2000.0,0,829396.0859999999,2.0,C,Hogar,86.10989999999994,11.0,26.0835,-98.33,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.6926450734693876
806,2000.0,0,2000.0,0,880930.898095238,2.0,B,Base,88.88789999999997,11.0,26.069,-98.2719,Clásico,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.8352727043650792
807,2000.0,0,2000.0,0,1078612.899,2.0,B,Hogar,86.54469999999992,11.0,26.07896,-98.33792,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.2012508142857143
808,794.2409948303253,1,457.7129544766951,3,636326.5515384616,2.0,C,Base,93.39919999999996,11.0,26.02103,-98.27533,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.3256803157051282
809,480.8109657877024,4,932.9353310176008,1,750506.0126666666,2.0,C,Hogar,88.89769999999994,11.0,26.03188,-98.34141,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5316449238095238
839,2000.0,0,841.9144615977312,1,861396.9040000001,2.0,C,Peatonal,93.68349999999997,11.0,26.08506,-98.27164,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,420000.0,2.0509450095238098
811,2000.0,0,2000.0,0,699772.5905555557,2.0,B,Hogar,84.92269999999999,11.0,26.0562,-98.3151,Clásico,UT_DENSIDAD,TRAIN,490000.0,1.4281073276643992
813,2000.0,0,2000.0,0,988409.359,2.0,C,Hogar,102.26559999999994,12.0,25.992,-98.114,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.017161957142857
816,2000.0,0,2000.0,0,529188.727,2.0,B,Hogar,91.33279999999996,11.0,26.09528,-98.28297,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.079976993877551
817,2000.0,0,564.0898293626395,1,845533.1542857143,2.0,C,Receso,92.9555999999999,11.0,26.08866,-98.27988,Oficinistas,UT_TRAFICO_PEATONAL,TRAIN,516000.0,1.6386301439645623
819,2000.0,0,2000.0,0,634024.8763636363,2.0,C,Base,84.72759999999997,11.0,26.0669,-98.39358,Hogar Reunión,UT_DENSIDAD,TRAIN,480000.0,1.320885159090909
822,2000.0,0,2000.0,0,702583.0742857142,2.0,C,Base,95.99069999999996,11.0,25.98347,-98.11129,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,480000.0,1.463714738095238
835,2000.0,0,936.8809751213248,1,522630.06583333336,2.0,C,Hogar,104.39629999999988,12.0,26.01647,-98.25479,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.0665919710884355
999,108.37311804434664,6,77.09092687816855,3,788404.4255,2.0,C,Receso,102.75,11.0,26.02147,-98.28373,Barrio Competido,UT_TRAFICO_PEATONAL,TRAIN,516000.0,1.5279155532945736
988,1039.6836219539814,0,2000.0,0,1507937.0177777775,2.0,C,Hogar,101.82,12.0,26.03533,-98.29644,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,3.0774224852607706
989,2000.0,0,2000.0,0,1259328.924,2.0,C,Hogar,101.82,12.0,26.0434,-98.32001,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.570059028571429
991,761.309354696995,2,2000.0,0,859249.2635,2.0,C,Hogar,116.98,13.0,26.01263,-98.24741,Barrio Competido,UT_GAS_URBANA,TRAIN,490000.0,1.7535699255102042
992,2000.0,0,2000.0,0,748174.8019999999,2.0,C,Base,100.41,12.0,26.10101,-98.31804,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,1.5586975041666664
993,1162.0001191618626,0,2000.0,0,1174521.646,2.0,B,Hogar,113.73,12.0,26.06883,-98.3598,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.396982951020408
994,2000.0,0,2000.0,0,1277831.047368421,2.0,C,Hogar,113.73,12.0,26.08696,-98.33805,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.607818464017185
995,71.1665709856562,3,519.6837942645459,1,719233.9223809524,2.0,C,Base,106.6,12.0,26.03482,-98.40996,Hogar Reunión,UT_GAS_URBANA,TRAIN,480000.0,1.4984040049603176
996,29.049329206914003,1,2000.0,0,1185718.6755,2.0,C,Hogar,107.85,12.0,25.98884,-98.27356,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.4198340316326528
997,620.8112380891951,1,2000.0,0,1632955.1295,2.0,C,Hogar,101.82,12.0,25.99333,-98.27173,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.3325614887755104
998,2000.0,0,1504.6908890627983,0,1091718.9485,2.0,AB,Hogar,107.85,12.0,26.07585,-98.26928,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.2279978540816323
987,306.9373266191771,2,2000.0,0,770791.8738095238,2.0,C,Hogar,110.0,10.0,26.06031,-98.32753,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.5730446404275995
1001,2000.0,0,1058.5445664602391,0,1030230.7445,2.0,C,Hogar,101.82,12.0,26.01288,-98.26235,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.102511723469388
1002,221.09717208750308,6,568.7792268687925,1,1830392.0785,2.0,C,Hogar,116.9,10.0,26.0228,-98.28886,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.7354940377551022
1003,2000.0,0,2000.0,0,1059973.5725,2.0,C,Hogar,112.0,12.0,25.9956,-98.2471,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.16321137244898
1004,2000.0,0,2000.0,0,1072723.02,2.0,C,Hogar,93.52,12.0,26.09947,-98.32143,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1892306530612244
1005,2000.0,0,2000.0,0,1215702.4985,2.0,C,Hogar,98.2,12.0,26.06356,-98.31124,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.4810255071428573
1006,2000.0,0,859.1259127985809,1,1374678.869,2.0,C,Hogar,116.9,13.0,26.02128,-98.25349,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.805467079591837
1007,2000.0,0,2000.0,0,1388665.8910526317,2.0,C,Hogar,114.41,12.0,25.98434,-98.20065,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.834012022556391
1008,2000.0,0,2000.0,0,1791113.8010000002,2.0,C,Hogar,98.8,12.0,26.08637,-98.32248,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.6553342877551023
1009,2000.0,0,2000.0,0,964009.720526316,2.0,C,Hogar,103.4,12.0,26.0701,-98.30796,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.9673667765843184
976,2000.0,0,2000.0,0,764321.461,2.0,C,Hogar,113.0,10.0,26.0948,-98.30479,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,1.5598397163265307
965,2000.0,0,2000.0,0,1725727.7829999998,2.0,B,Hogar,98.0,10.0,25.98342,-98.10511,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.5218934346938773
966,570.3355097179541,5,394.3212263494064,3,1575729.3625,2.0,C,Hogar,112.0,10.0,26.02126,-98.27927,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.2157742091836736
967,1100.8032672582583,0,2000.0,0,1128820.4136842105,2.0,C,Hogar,129.0,10.0,26.00751,-98.24571,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.3037151299677765
968,1066.0579512172028,0,2000.0,0,834287.164,2.0,B,Hogar,129.0,9.0,26.02023,-98.22689,Parada Técnica,UT_GAS_URBANA,TRAIN,490000.0,1.7026268653061225
969,2000.0,0,571.2363660176987,1,832420.6842105263,2.0,C,Receso,125.0,10.0,26.07305,-98.2914,Clásico,UT_DENSIDAD,TRAIN,516000.0,1.6132183802529578
971,24.148991564170835,4,2000.0,0,965299.2947368422,2.0,C,Hogar,123.0,11.0,26.0366,-98.34031,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.969998560687433
972,1357.366345248447,0,2000.0,0,1656419.365,2.0,C,Receso,121.0,10.0,26.07018,-98.30235,Hogar Reunión,UT_GAS_URBANA,TRAIN,516000.0,3.2101150484496124
973,68.42612192398092,2,676.3914423875506,1,1301288.136,2.0,C,Base,122.0,10.0,26.04916,-98.38596,Parada Técnica,UT_GAS_URBANA,TRAIN,480000.0,2.71101695
974,15.033937350706491,2,1279.0987577596245,0,1169421.655,2.0,C,Hogar,113.0,11.0,26.04235,-98.37229,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.386574806122449
975,10.775937011827295,4,497.3522327990277,2,1210579.0816666663,2.0,C,Hogar,129.0,10.0,26.0282,-98.28279,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.470569554421768
1011,2000.0,0,2000.0,0,1305958.376,2.0,C,Hogar,112.0,12.0,26.08553,-98.33515,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.665221175510204
977,41.39442018830559,2,2000.0,0,1596850.405,2.0,C,Receso,125.0,10.0,26.03871,-98.28171,Parada Técnica,UT_GAS_URBANA,TRAIN,516000.0,3.09467132751938
978,2000.0,0,2000.0,0,686885.683,2.0,BC,Receso,102.98,11.0,26.08548,-98.29332,Parada Técnica,UT_GAS_URBANA,TRAIN,516000.0,1.331173804263566
979,2000.0,0,1008.3270596986434,0,1032685.6261111113,2.0,BC,Hogar,115.67,12.0,25.98337,-98.08285,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.1075216859410437
981,24.838965703741483,4,2000.0,0,1700360.3515,2.0,C,Hogar,121.0,10.0,26.05409,-98.35069,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.470123166326531
982,2000.0,0,1070.7526550594664,0,1288614.1039999998,2.0,B,Hogar,100.0,10.0,26.06513,-98.31539,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.629824702040816
983,2000.0,0,1105.5507744747256,0,1244767.023,2.0,C,Hogar,117.0,11.0,25.99992,-98.25808,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.5403408632653064
984,31.14017867882848,3,906.2506727188515,1,1347002.3035,2.0,C,Hogar,116.0,10.0,26.06213,-98.33027,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.748984292857142
985,905.1402249501884,1,2000.0,0,887973.701,2.0,C,Hogar,129.0,11.0,26.02486,-98.24565,Parada Técnica,UT_DENSIDAD,TRAIN,490000.0,1.812191226530612
986,2000.0,0,599.3164195922451,1,1034278.3635,2.0,C,Hogar,101.82,12.0,26.01805,-98.26513,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.110772170408163
1046,2000.0,0,787.1874318464842,1,1235599.326111111,2.0,C,Hogar,92.13739999999994,11.0,26.09036,-98.28066,Oficinistas,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.521631277777778
1035,38.20941155562799,3,1167.7525029808369,0,1694908.746,2.0,C,Hogar,123.69,12.0,26.01175,-98.28564,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.4589974408163267
1036,2000.0,0,2000.0,0,1712286.133,2.0,C,Hogar,119.65,12.0,26.09085,-98.324,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.494461495918367
1037,13.675925774936571,15,2000.0,0,665583.422,2.0,C,Hogar,121.67,12.0,25.96746,-98.25733,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.3583335142857142
1038,91.9149261979012,3,125.01153793191476,1,942934.785,2.0,C,Hogar,132.73,12.0,26.05081,-98.40391,Barrio Competido,UT_DENSIDAD,TRAIN,490000.0,1.9243567040816327
1039,1351.9700485912783,0,2000.0,0,1231902.6325,2.0,BC,Hogar,114.3,12.0,26.05491,-98.31887,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,2.514087005102041
1041,2000.0,0,745.9600993620414,1,1736399.436,2.0,B,Hogar,102.47839999999997,12.0,25.98343,-98.09802,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.543672318367347
1042,2000.0,0,2000.0,0,1179779.1189473686,2.0,C,Hogar,102.39499999999995,12.0,25.9756,-98.05814,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.407712487647691
1043,427.0556495131081,3,639.9643164524352,1,1445512.906,2.0,C,Hogar,85.99569999999996,11.0,26.05884,-98.34364,Hogar Reunión,UT_TRAFICO_PEATONAL,TRAIN,490000.0,2.95002633877551
1044,2000.0,0,2000.0,0,679241.7665,2.0,C,Base,95.80989999999998,11.0,25.98861,-98.12478,Parada Técnica,UT_DENSIDAD,TRAIN,480000.0,1.4150870135416669
1045,2000.0,0,2000.0,0,997814.019,2.0,C,Hogar,102.63759999999996,12.0,25.98755,-98.05539,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.0363551408163265
1034,2000.0,0,2000.0,0,1414318.5188888889,2.0,B,Hogar,132.73,12.0,26.0852,-98.37643,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.8863643242630386
1047,2000.0,0,2000.0,0,1315870.4885,2.0,C,Hogar,89.87309999999997,11.0,26.07928,-98.29009,Clásico,UT_DENSIDAD,TRAIN,490000.0,2.685449976530612
1048,1143.3481032477598,0,263.92326050560933,1,1454227.4215789477,2.0,C,Hogar,88.96959999999996,11.0,26.03145,-98.38466,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.967811064446832
1049,2000.0,0,2000.0,0,1073949.3195,2.0,C,Hogar,103.38909999999994,12.0,26.00607,-98.12218,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1917333051020407
1051,878.9678487644771,1,2000.0,0,1161870.6985,2.0,C,Hogar,92.59059999999994,11.0,26.03374,-98.29404,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.371164690816326
1052,653.3317972984453,2,927.6026021753888,1,1167620.1745,2.0,B,Base,84.22789999999998,11.0,26.06517,-98.3448,Parada Técnica,UT_DENSIDAD,TRAIN,480000.0,2.4325420302083334
1053,857.3715482785115,1,2000.0,0,867259.814117647,2.0,C,Hogar,90.88659999999994,11.0,26.04132,-98.29259,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.769917987995198
1054,2000.0,0,2000.0,0,1611120.385,2.0,C,Hogar,90.11689999999994,11.0,26.09605,-98.29327,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.288000785714286
1055,10.385798747635953,1,2000.0,0,1041827.0785,2.0,C,Hogar,94.22649999999994,11.0,26.01132,-98.3814,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1261777112244897
1056,7.722298755062278,4,2000.0,0,1322214.9015000002,2.0,C,Hogar,88.58999999999996,11.0,26.03571,-98.342,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.698397758163265
1023,629.6316790190513,2,549.4587294503986,1,1186395.7345,2.0,B,Hogar,121.67,12.0,26.05529,-98.28269,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.421215784693877
1012,2000.0,0,922.9202311497422,1,948054.6145,2.0,C,Hogar,105.2,12.0,26.00514,-98.25797,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,1.9348053357142856
1013,6.474631954700128,1,2000.0,0,1504477.4933333332,2.0,C,Hogar,111.04,12.0,26.05979,-98.41287,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.0703622312925165
1014,2000.0,0,938.9244838624198,1,1548764.1949999998,2.0,C,Hogar,98.8,12.0,26.02676,-98.27125,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.1607432551020405
1015,69.66197032840662,3,1310.656712719811,0,895454.8699999999,2.0,C,Hogar,116.26,13.0,26.02408,-98.39976,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.8274589183673464
1016,4.331562972645947,25,2000.0,0,1446195.8435,2.0,C,Hogar,116.9,13.0,25.96921,-98.26604,Barrio Competido,UT_DENSIDAD,TRAIN,490000.0,2.95142008877551
1017,2000.0,0,2000.0,0,1349709.36,2.0,BC,Hogar,116.9,13.0,26.04827,-98.31403,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.754508897959184
1018,2000.0,0,2000.0,0,1593099.794,2.0,C,Hogar,112.0,12.0,26.08398,-98.30804,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,3.251224069387755
1019,10.093932259729351,3,309.9193863745012,1,1409096.573,2.0,C,Hogar,122.8,12.0,26.03387,-98.39449,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.875707291836735
1021,2000.0,0,2000.0,0,1017368.3935,2.0,C,Hogar,103.01079999999996,12.0,25.98395,-98.19187,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.0762620275510204
1022,2000.0,0,1029.4841031530957,0,904609.9394736844,2.0,C,Hogar,112.0,12.0,26.07911,-98.32554,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.846142733619764
964,2000.0,0,2000.0,0,1469451.05,2.0,C,Base,96.0,10.0,26.00345,-98.24709,Barrio Competido,UT_GAS_URBANA,TRAIN,480000.0,3.061356354166666
1024,2000.0,0,2000.0,0,959742.2705,2.0,B,Hogar,121.61,12.0,25.99884,-98.23915,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.958657694897959
1025,4.797362640835296,5,648.8732796163243,1,1046924.243888889,2.0,B,Hogar,112.0,12.0,26.04769,-98.40773,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1365800895691613
1026,5.918472835961597,2,170.8566453266749,2,884703.112,2.0,C,Hogar,115.1,12.0,26.03266,-98.35633,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.805516555102041
1027,866.1234850678791,2,2000.0,0,930936.7215,2.0,C,Hogar,112.25,12.0,26.05567,-98.32805,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.8998708602040817
1028,2000.0,0,2000.0,0,1361935.3335000002,2.0,C,Hogar,117.5,12.0,26.06235,-98.37929,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.7794598642857147
1029,2000.0,0,2000.0,0,1410957.37,2.0,C,Hogar,104.95,12.0,26.03387,-98.25722,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.8795048367346943
1031,16.18486893252357,2,2000.0,0,917639.7555,2.0,B,Hogar,111.93,12.0,26.40193,-99.03187,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.8727341948979592
1032,2000.0,0,2000.0,0,1216541.861,2.0,C,Hogar,112.0,12.0,26.0948,-98.2772,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.482738491836735
1033,9.526166114828715,4,1042.647782110277,0,1087015.895,2.0,C,Hogar,134.13,12.0,26.02971,-98.28762,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.218399785714286
906,2000.0,0,2000.0,0,2281547.79,2.0,CD,Hogar,80.4,8.0,26.08238,-98.32488,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,4.656219979591837
895,2000.0,0,2000.0,0,1184559.4666666666,2.0,C,Hogar,127.87,10.0,26.07196,-98.3496,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.417468299319728
896,4.553560695919445,2,1114.2738265596463,0,1021700.192,2.0,CD,Hogar,88.38,12.0,26.03921,-98.351,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.0851024326530614
897,3.500751854075527,4,2000.0,0,1054759.2265,2.0,C,Hogar,127.0,10.0,26.05115,-98.34874,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,2.1525698500000003
898,2000.0,0,2000.0,0,736084.764,2.0,C,Hogar,94.0,8.0,26.05933,-98.30631,Hogar Reunión,UT_GAS_URBANA,TRAIN,490000.0,1.5022138040816326
899,2000.0,0,938.1395605283448,1,1120559.282222222,2.0,BC,Receso,98.95,12.0,26.07745,-98.28304,Parada Técnica,UT_TRAFICO_VEHICULAR,TRAIN,516000.0,2.171626515934539
901,839.5422698322183,1,703.8951560526529,1,1414036.397,2.0,C,Hogar,96.74,10.0,26.05283,-98.29934,Hogar Reunión,UT_TRAFICO_VEHICULAR,TRAIN,490000.0,2.8857885653061226
902,2000.0,0,2000.0,0,792441.8150000001,2.0,CD,Hogar,105.0,10.0,26.06042,-98.31307,Hogar Reunión,UT_DENSIDAD,TRAIN,490000.0,1.6172281938775512
